z13gcjvh2naxyvshh04cjldgtpnyfrdylq40k,0,Aubone LeMieux ,2015-05-20T03:15:39.925000,I lover this song
LneaDw26bFuDsbyypF_jwmq7b6BqQPB7BdLbhfqBU5c,1,M.E.S,,hey guys i know you wanna skip over this but please take a chance and check out my music I&#39;m a young up and coming rapper with a big dream and i appreciate constructive critisism. so please have a look thank you for your time
z12njnpwmuyxzrslm22ly1awll2dufkvi,0,Isabel Flores,2015-05-20T00:49:34.070000,Love your songs<br />Supper cool<br />﻿
z13osfmj5m2kj1cb504cjrdbyvzijtu4gtk0k,0,Harl Bever,2015-05-19T23:23:30.286000,I like the music...but is anyone listening to the lyrics?﻿
LneaDw26bFs2eQd05L_J9wVmiBlCClqLnM0JUQsB-3Q,1,YungDreams,,Maybe no one will probably read this. But just in case you do Can You Put A &quot;Thumbs Up &quot;So Others Can See. I Just started rapping seriously (Type in Lunden- 1990 Video) just a simple button? can help my dreams come true. people will ignore this but if you don&#39;t can you listen and subscribe Thank you all God Bless.
z12acz2r2qiwxtpwy04cihii5rmwefpzeao,0,InfernoGaming,2015-05-19T23:19:47.316000,:D﻿
LneaDw26bFtvkPwGL4MxnAUFaIznH1ZWx7z_qBOoe5Q,1,Trey Curling,,Check out my channel for some lyricism.....
z13tjzdqhsmvvh2kr22isbsg1nmydd51v,0,Earline Craver,2015-05-19T22:35:44.690000,Me and my big sister like you﻿
z12hc5yiuwr2sxml3230sxo4tofwftg1b,0,TheFegi12,2015-05-19T22:30:57.239000,Not bad﻿
z132ebdhkwbauzogm04cfzm5oqigzzlxznc0k,0,cristina virrueta,2015-05-19T21:51:44.586000,I love eminem  &lt;3﻿
z12aczswnozdwrfnj22usfnxymiaylupi04,0,nataly gonzález,2015-05-19T21:49:18.833000,She looks like Megan Fox 😂 xD!!﻿
LneaDw26bFs4Mo3Kr9O93YAlCksPNemAPve_W-ivuMc,1,RapStarz Coleman,,Hey Go To My Channel Check Out My Dongs Thanks YouTuber&#39;s
z12xc1aydoauenbgx04cgfkazxrpur2i52o,0,Nicky G,2015-05-19T20:56:00.184000,is that megan fox?﻿
z125dnzbqpyqxlghe04cdxsgaxnovjvbxq00k,0,Uday Kanwar,2015-05-19T19:30:58.135000,You can not hate eminem and nirvana...trust me﻿
z12gcfvpsr3au3vg104cdpw5rvbivre5aeg,0,Jorge Salazar,2015-05-19T18:13:35.054000,Like eminen﻿
LneaDw26bFsZrH_q8nAlrNCOT1Zadc4j8zPu-ZPpwIE,1,Stacy,,check out my playlist
LneaDw26bFv1lZ_yx4_HlVx6xNa0xuiUmgoIsxkWJ3E,1,seven4justice,,Media is Evil! Please see and share: W W W. THE FARRELL REPORT. NET  Top Ex UK Police Intelligence Analyst turned Whistleblower Tony Farrell exposes a horrific monstrous cover-up perpetrated by criminals operating crimes from inside Mainstream Entertainment and Media Law firms. Beware protect your children!! These devils brutally target innocent people. These are the real criminals linked to London&#39;s 7/7 attacks 2005.  MUST SEE AND MAKE VIRAL!!! Also see UK Column video on 31st January 2013.
LneaDw26bFsnP4vz8waC3hOcYwvM83aoMLyetymm5Io,1,McCostaOficial,,subscribe to my channel who can
z13gxxlhyrmccf10422gdrogiwbjtfwjb04,0,Ahmed Medhat,2015-05-19T15:23:47.680000,Simply rap god﻿
z13auv44szqpddlcz22qgthjakq4jvnbw04,0,clirim99,2015-05-19T12:13:44.952000,is that megan fox x:D?﻿
z13gut3rexalj5q5c04ciln54nynvjwyinw0k,0,Sonny Carter,2015-05-19T11:11:27.740000,I love this song﻿
LneaDw26bFtn6YS8GRfHBxoaZZI5newNd0njNOSeF84,1,canku alkan,,check out my new EM cover video trailer
z12eilv44ynefj2ys04cj5vhynakxbnwrdk,0,BAT MAN,2015-05-19T10:33:12.247000,Really good song .<br />you know love song song.﻿
z12vx3kz4lq3cnsiu04cejd5bne1gxnjbqo0k,0,Str8 Royalty,2015-05-19T09:46:37.599000,Eminem is the greatest artist to ever touch the mic.﻿
z12lhvxwjyzperfrk04cg13yoyjefnv5hy40k,0,BEER BEER,2015-05-19T09:42:56.560000,i love Rihanna 😍😍😍😍[♧from Thailand♧]﻿
z13zjp3povzzsp3xi04cgvtgwpfiy1faigo,0,dimitar traykov,2015-05-19T09:35:31.114000,some classsic :))))﻿
LneaDw26bFvEGhYWZTzIRiff9BXME_JsdLXh4hiJEqo,1,Daniel Ebrey,,sorry for the spam yall I know it’s annoying. But if you can spare a min please check out the new track on my channel i&#39;m a upcoming uk rapper.please come check out my songs u might like em. If not no worries I’m sorry for wastin your time. Even thumbs up to get more noticed will really help. peace yall
z13vxnwwdxjqtlp5v04chjpw1waps5rrbqo0k,0,Punk 0utlaw,2015-05-19T06:14:30.089000,"This song is like an oreo, the black part is good but the white part is better﻿"
z13zejcafsrodf5f522xgn0xzonselufv,0,Daniel Harding,2015-05-07T22:59:13.323000,That guy charley of lost TV show﻿
LneaDw26bFvJWycbUHAiKy7i7L14RqXWenvvcJhwbQE,1,David Bottenberg,,subscribe to my channel  /watch?v=NxK32i0HkDs
LneaDw26bFsFwQBcbaeKWWcSsBB7EA1zRf2nBgT9NyY,1,Ashim Limbu,, HI IM 14 YEAR RAPPER SUPPORT ME GUY AND CHECK OUT MY CHANNEL AND CHECK OUT MY SONG YOU MIGHT LIKE IT ALSO FOLLOW ME IN TWITTER @McAshim for follow back.
z13zfhkhfzrpjhgku22ewbtj4quri3izo04,0,Amaral Shady 013,2015-05-07T22:43:51.220000,Hello Brazil 😻✌💓😻👏﻿
z12msjqximryxdfz104cjhbhtw2ld5ipsh4,0,SIR JOHN,2015-05-07T02:28:12.704000,EMINEM the best EVER.﻿
LneaDw26bFvn1m3oQLlCgsaxLcEy_eMQzcK9NAbyaew,1,M.E.S,,hey guys look im aware im spamming and it pisses people off but please take a moment to check out my music.  im a young rapper and i love to do it and i just wanna share my music with more people  just click my picture and then see if you like my stuff
LneaDw26bFv4NFg1m91sL1Aq1p-2N06VweQT4vOwTqc,1,Ando Nesia - | MC | Music Producer,,DO YOU KNOW HOW SEAN KINGSTON GOT FAMOUS WHY DON&#39;T YOU LOOK IT UP KID BEFORE YOUR SO HARD ON YOURSELF!!  IF YOU HIT ME UP WITH A MESSAGE IN MY INBOX AND SUBSCRIBE I WILL CHECK OUT YOUR CHANNEL....SOUNDS FAIR TO ME.
z12wvru4rzf5jx0wj04cgx5q1qi1w554ba0,0,Erin Williams,2015-05-06T17:19:21.193000,Best. Song. EVER 🙌﻿
LneaDw26bFsVQRSG0ecctIfRIn4Od1tJqvnhDwCNqbI,1,the34104,,check out eminem latest track survival if u didnt
LneaDw26bFu3RCmyrWyP9S6wh1h9dBv3X95g1HzKAb4,1,Dany PK,,SUBSCRIBE TO MY CHANNEL X PLEASE!. SPARE
LneaDw26bFsD65dtIvAEObWYIYnFTqQDKBek_Ypz3J8,1,SmexyFriedChicken,,Check out my videos guy! :) Hope you guys had a good laugh :D
LneaDw26bFuvs-8oWkLpAFa6g3QHpWD8k7sbbMP3Bg8,1,The Guy That's Done Everything,,3 yrs ago I had a health scare but thankfully I’m okay. I realized I wasn’t living life to the fullest.  Now I’m on a mission to do EVERYTHING I’ve always wanted to do. If you found out you were going to die tomorrow would you be happy with what you’ve accomplished or would you regret not doing certain things? Sorry for spamming I’m just trying to motivate people to do the things they’ve always wanted to. If you’re bored come see what I’ve done so far! Almost 1000 subscribers and I just started!
z12hfp2wmyuqztkw504cgblyxtbsxjuzeow0k,0,Jesse Pinkman,2015-05-06T11:42:44.601000,Rihanna looks so beautiful with red hair ;)﻿
z13tsbc5vvn0hdozz04chjt51lq1cvris0k,0,Gaming Gaming,2015-05-06T10:56:35.972000,857.482.940 views AWESOME !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!﻿
